id_000001	genome_1903704_rplT
id_001696	genome_2487118_rpsG
id_001697	genome_2487118_rpsL
id_001698	genome_2487118_rplL
id_001699	genome_2487118_rplA
id_001700	genome_2487118_rplK
id_001701	genome_2487118_rpsB
id_001702	genome_2487118_rpsJ
id_001703	genome_2487118_rplC
id_001704	genome_2487118_rplD
id_001705	genome_2487118_rplW
id_001706	genome_2487118_rplB
id_001707	genome_2487118_rpsS
id_001708	genome_2487118_rplV
id_001709	genome_2487118_rpsC
id_001710	genome_2487118_rplP
id_001711	genome_2487118_rpsQ
id_001712	genome_2487118_rplN
id_001713	genome_2487118_rplX
id_001714	genome_2487118_rplE
id_001715	genome_2487118_rpsH
id_001716	genome_2487118_rplF
id_001717	genome_2487118_rplR
id_001718	genome_2487118_rpsE
id_001719	genome_2487118_rplO
id_001720	genome_2487118_rpsM
id_001721	genome_2487118_rpsK
id_001722	genome_2487118_rplQ
id_001723	genome_2487118_rpsO
id_001724	genome_2487118_rplS
id_001725	genome_2487118_rpsP
id_001726	genome_2487118_rpsD
id_001727	genome_2487118_rpmB
id_001728	genome_2487118_rpsU
id_001729	genome_693746_rpsT
id_001730	genome_693746_rplM
id_001731	genome_693746_rpsI
id_001732	genome_693746_rpsJ
id_001733	genome_693746_rplC
id_001734	genome_693746_rplD
id_001735	genome_693746_rplW
id_001736	genome_693746_rplB
id_001737	genome_693746_rpsS
id_001738	genome_693746_rplV
id_001739	genome_693746_rplP
id_001740	genome_693746_rpsQ
id_001741	genome_693746_rplN
id_001742	genome_693746_rplX
id_001743	genome_693746_rplE
id_001744	genome_693746_rpsH
id_001745	genome_693746_rplF
id_001746	genome_693746_rplR
id_001747	genome_693746_rpsE
id_001748	genome_693746_rplO
id_001749	genome_693746_rpsM
id_001750	genome_693746_rpsK
id_001751	genome_693746_rpsD
id_001752	genome_693746_rplQ
id_001753	genome_693746_rplU
id_001754	genome_693746_rpsF
id_001755	genome_693746_rpsU
id_001756	genome_693746_rplT
id_001757	genome_693746_rplS
id_001758	genome_693746_rpsB
id_001759	genome_693746_rpsP
id_001760	genome_693746_rplL
id_001761	genome_693746_rplA
id_001762	genome_693746_rplK
id_001763	genome_693746_rpmG
id_001764	genome_693746_rpsG
id_001765	genome_693746_rpsL
id_001766	genome_693746_rpsO
id_001767	genome_546269_rplU
id_001768	genome_546269_rpsU
id_001769	genome_546269_rpsB
id_001770	genome_546269_rpsO
id_001771	genome_546269_rpsI
id_001772	genome_546269_rplM
id_001773	genome_546269_rpsT
id_001774	genome_546269_rpsG
id_001775	genome_546269_rpsL
id_001776	genome_546269_rpmB
id_001777	genome_546269_rplS
id_001778	genome_546269_rplT
id_001779	genome_546269_rpsA
id_001780	genome_546269_rpsP
id_001781	genome_546269_rplQ
id_001782	genome_546269_rpsK
id_001783	genome_546269_rpsM
id_001784	genome_546269_rplO
id_001785	genome_546269_rpsE
id_001786	genome_546269_rplR
id_001787	genome_546269_rplF
id_001788	genome_546269_rpsH
id_001789	genome_546269_rplE
id_001790	genome_546269_rplX
id_001791	genome_546269_rplN
id_001792	genome_546269_rpsQ
id_001793	genome_546269_rplP
id_001794	genome_546269_rpsC
id_001795	genome_546269_rplV
id_001796	genome_546269_rpsS
id_001797	genome_546269_rplB
id_001798	genome_546269_rplW
id_001799	genome_546269_rplD
id_001800	genome_546269_rplC
id_001801	genome_546269_rpsJ
id_001802	genome_546269_rplL
id_001803	genome_546269_rplA
id_001804	genome_546269_rplK
id_001805	genome_546269_rpmG
id_001806	genome_546269_rpsD
id_001807	genome_546269_rpsF
id_001808	genome_546269_rpsR
id_001809	genome_537007_rpsF
id_001810	genome_537007_rpsT
id_001811	genome_537007_rplT
id_001812	genome_537007_rpsB
id_001813	genome_537007_rpsO
id_001814	genome_537007_rpsU
id_001815	genome_537007_rpmB
id_001816	genome_537007_rplS
id_001817	genome_537007_rpsP
id_001818	genome_537007_rplU
id_001819	genome_537007_rplQ
id_001820	genome_537007_rpsD
id_001821	genome_537007_rpsK
id_001822	genome_537007_rpsM
id_001823	genome_537007_rplO
id_001824	genome_537007_rpsE
id_001825	genome_537007_rplR
id_001826	genome_537007_rplF
id_001827	genome_537007_rpsH
id_001828	genome_537007_rplE
id_001829	genome_537007_rplX
id_001830	genome_537007_rplN
id_001831	genome_537007_rpsQ
id_001832	genome_537007_rplP
id_001833	genome_537007_rpsC
id_001834	genome_537007_rplV
id_001835	genome_537007_rpsS
id_001836	genome_537007_rplB
id_001837	genome_537007_rplW
id_001838	genome_537007_rplD
id_001839	genome_537007_rplC
id_001840	genome_537007_rpsJ
id_001841	genome_537007_rpsI
id_001842	genome_537007_rplM
id_001843	genome_537007_rpsG
id_001844	genome_537007_rpsL
id_001845	genome_537007_rplL
id_001846	genome_537007_rplA
id_001847	genome_537007_rplK
id_001848	genome_1852373_rpsJ
id_001849	genome_1852373_rplC
id_001850	genome_1852373_rplD
id_001851	genome_1852373_rplW
id_001852	genome_1852373_rplB
id_001853	genome_1852373_rpsS
id_001854	genome_1852373_rplV
id_001855	genome_1852373_rpsC
id_001856	genome_1852373_rplP
id_001857	genome_1852373_rpsQ
id_001858	genome_1852373_rplN
id_001859	genome_1852373_rplX
id_001860	genome_1852373_rplE
id_001861	genome_1852373_rpsH
id_001862	genome_1852373_rplF
id_001863	genome_1852373_rplR
id_001864	genome_1852373_rpsE
id_001865	genome_1852373_rplO
id_001866	genome_1852373_rpsM
id_001867	genome_1852373_rpsK
id_001868	genome_1852373_rpsD
id_001869	genome_1852373_rpsU
id_001870	genome_1852373_rplT
id_001871	genome_1852373_rpsO
id_001872	genome_1852373_rpsB
id_001873	genome_1852373_rplS
id_001874	genome_1852373_rplU
id_001875	genome_1852373_rpsG
id_001876	genome_1852373_rpsL
id_001877	genome_1852373_rpsI
id_001878	genome_1852373_rplM
id_001879	genome_1852373_rpsT
id_001880	genome_1852373_rpsR
id_001881	genome_1852373_rpsF
id_001882	genome_1852373_rplL
id_001883	genome_1852373_rplA
id_001884	genome_1852373_rplK
id_001885	genome_1852374_rplS
id_001886	genome_1852374_rplA
id_001887	genome_1852374_rplQ
id_001888	genome_1852374_rplU
id_001889	genome_1852374_rpsU
id_001890	genome_1852374_rpsO
id_001891	genome_1852374_rplL
id_001892	genome_292459_rplU
id_001893	genome_292459_rpsT
id_001894	genome_292459_rpsU
id_001895	genome_292459_rplT
id_001896	genome_292459_rpmB
id_001897	genome_292459_rpsP
id_001898	genome_292459_rplS
id_001899	genome_292459_rpsB
id_001900	genome_292459_rpsO
id_001901	genome_292459_rpsI
id_001902	genome_292459_rplM
id_001903	genome_292459_rplQ
id_001904	genome_292459_rpsK
id_001905	genome_292459_rpsM
id_001906	genome_292459_rplO
id_001907	genome_292459_rpsE
id_001908	genome_292459_rplR
id_001909	genome_292459_rplF
id_001910	genome_292459_rpsH
id_001911	genome_292459_rplE
id_001912	genome_292459_rplX
id_001913	genome_292459_rplN
id_001914	genome_292459_rpsQ
id_001915	genome_292459_rplP
id_001916	genome_292459_rplV
id_001917	genome_292459_rpsS
id_001918	genome_292459_rplB
id_001919	genome_292459_rplW
id_001920	genome_292459_rplD
id_001921	genome_292459_rplC
id_001922	genome_292459_rpsJ
id_001923	genome_292459_rpsG
id_001924	genome_292459_rpsL
id_001925	genome_292459_rplL
id_001926	genome_292459_rplA
id_001927	genome_292459_rplK
id_001928	genome_292459_rpsR
id_001929	genome_292459_rpsF
id_001930	genome_491915_rplK
id_001931	genome_491915_rplA
id_001932	genome_491915_rplL
id_001933	genome_491915_rpsL
id_001934	genome_491915_rpsG
id_001935	genome_491915_rpsJ
id_001936	genome_491915_rplC
id_001937	genome_491915_rplD
id_001938	genome_491915_rplW
id_001939	genome_491915_rplB
id_001940	genome_491915_rpsS
id_001941	genome_491915_rplV
id_001942	genome_491915_rpsC
id_001943	genome_491915_rplP
id_001944	genome_491915_rpsQ
id_001945	genome_491915_rplN
id_001946	genome_491915_rplX
id_001947	genome_491915_rplE
id_001948	genome_491915_rpsH
id_001949	genome_491915_rplF
id_001950	genome_491915_rplR
id_001951	genome_491915_rpsE
id_001952	genome_491915_rplO
id_001953	genome_491915_rpsM
id_001954	genome_491915_rpsK
id_001955	genome_491915_rplQ
id_001956	genome_491915_rplM
id_001957	genome_491915_rpsI
id_001958	genome_491915_rpsD
id_001959	genome_491915_rplT
id_001960	genome_491915_rplU
id_001961	genome_491915_rpsT
id_001962	genome_491915_rpsU
id_001963	genome_491915_rpsO
id_001964	genome_491915_rpsB
id_001965	genome_491915_rplS
id_001966	genome_491915_rpsP
id_001967	genome_491915_rpmB
id_001968	genome_491915_rpsR
id_001969	genome_491915_rpsF
id_001970	genome_1702221_rplX
id_001971	genome_1702221_rplE
id_001972	genome_1702221_rpsH
id_001973	genome_1702221_rplF
id_001974	genome_1702221_rplR
id_001975	genome_1702221_rpsE
id_001976	genome_1702221_rplO
id_001977	genome_1702221_rpsM
id_001978	genome_1702221_rpsK
id_001979	genome_1702221_rplQ
id_001980	genome_1702221_rpsP
id_001981	genome_1702221_rplC
id_001982	genome_1702221_rpsG
id_001983	genome_1702221_rpsL
id_001984	genome_1702221_rplL
id_001985	genome_1702221_rpsT
id_001986	genome_1702221_rplT
id_001987	genome_1702221_rpsR
id_001988	genome_1702221_rpmB
id_001989	genome_1702221_rplU
id_001990	genome_1702221_rplS
id_001991	genome_1702221_rpsD
id_001992	genome_1702221_rplM
id_001993	genome_1702221_rplD
id_001994	genome_1702221_rplW
id_001995	genome_2583452_rplU
id_001996	genome_2583452_rpsU
id_001997	genome_2583452_rpsI
id_001998	genome_2583452_rplM
id_001999	genome_2583452_rpsR
id_002000	genome_2583452_rpsF
id_002001	genome_2583452_rplT
id_002002	genome_2583452_rplK
id_002003	genome_2583452_rplA
id_002004	genome_2583452_rplL
id_002005	genome_2583452_rpsL
id_002006	genome_2583452_rpsG
id_002007	genome_2583452_rpsJ
id_002008	genome_2583452_rplC
id_002009	genome_2583452_rplD
id_002010	genome_2583452_rplW
id_002011	genome_2583452_rplB
id_002012	genome_2583452_rpsS
id_002013	genome_2583452_rplV
id_002014	genome_2583452_rpsC
id_002015	genome_2583452_rplP
id_002016	genome_2583452_rpsQ
id_002017	genome_2583452_rplN
id_002018	genome_2583452_rplX
id_002019	genome_2583452_rplE
id_002020	genome_2583452_rpsH
id_002021	genome_2583452_rplF
id_002022	genome_2583452_rplR
id_002023	genome_2583452_rpsE
id_002024	genome_2583452_rplO
id_002025	genome_2583452_rpsM
id_002026	genome_2583452_rpsK
id_002027	genome_2583452_rplQ
id_002028	genome_2583452_rpmB
id_002029	genome_2583452_rplS
id_002030	genome_2583452_rpsP
id_002031	genome_2583452_rpsD
id_002032	genome_2583452_rpsT
id_002033	genome_2583452_rpsO
id_002034	genome_1358_rpmB
id_002035	genome_1358_rpsU
id_002036	genome_1358_rpsD
id_002037	genome_1358_rpsA
id_002038	genome_1358_rplS
id_002039	genome_1358_rplU
id_002040	genome_1358_rplL
id_002041	genome_1358_rpsP
id_002042	genome_1358_rpsT
id_002043	genome_1358_rplT
id_002044	genome_1358_rpsO
id_002045	genome_1358_rplA
id_002046	genome_1358_rplK
id_002047	genome_1358_rplQ
id_002048	genome_1358_rpsK
id_002049	genome_1358_rpsM
id_002050	genome_1358_rplO
id_002051	genome_1358_rpsE
id_002052	genome_1358_rplR
id_002053	genome_1358_rplF
id_002054	genome_1358_rpsH
id_002055	genome_1358_rplE
id_002056	genome_1358_rplX
id_002057	genome_1358_rplN
id_002058	genome_1358_rpsQ
id_002059	genome_1358_rplP
id_002060	genome_1358_rpsC
id_002061	genome_1358_rplV
id_002062	genome_1358_rpsS
id_002063	genome_1358_rplB
id_002064	genome_1358_rplW
id_002065	genome_1358_rplD
id_002066	genome_1358_rplC
id_002067	genome_1358_rpsJ
id_002068	genome_1358_rpsB
id_002069	genome_1358_rpsR
id_002070	genome_1358_rpsF
id_002071	genome_1358_rpsI
id_002072	genome_1358_rplM
id_002073	genome_1358_rpsG
id_002074	genome_1358_rpsL
id_002075	genome_292800_rpsR
id_002076	genome_292800_rpsF
id_002077	genome_292800_rplT
id_002078	genome_292800_rpsP
id_002079	genome_292800_rpsO
id_002080	genome_292800_rpsG
id_002081	genome_292800_rpsL
id_002082	genome_292800_rplS
id_002083	genome_292800_rpsT
id_002084	genome_292800_rpmB
id_002085	genome_292800_rpsB
id_002086	genome_292800_rplQ
id_002087	genome_292800_rpsD
id_002088	genome_292800_rpsK
id_002089	genome_292800_rpsM
id_002090	genome_292800_rplO
id_002091	genome_292800_rpsE
id_002092	genome_292800_rplR
id_002093	genome_292800_rplF
id_002094	genome_292800_rpsH
id_002095	genome_292800_rplE
id_002096	genome_292800_rplX
id_002097	genome_292800_rplN
id_002098	genome_292800_rpsQ
id_002099	genome_292800_rplP
id_002100	genome_292800_rplV
id_002101	genome_292800_rpsS
id_002102	genome_292800_rplB
id_002103	genome_292800_rplW
id_002104	genome_292800_rplD
id_002105	genome_292800_rplC
id_002106	genome_292800_rpsJ
id_002107	genome_292800_rpmG
id_002108	genome_292800_rplK
id_002109	genome_292800_rplA
id_002110	genome_292800_rplL
id_002111	genome_292800_rplU
id_002112	genome_292800_rpsU
id_002113	genome_292800_rplM
id_002114	genome_292800_rpsI
id_002115	genome_292800_rpsA
id_002116	genome_272626_rpsF
id_002117	genome_272626_rpsR
id_002118	genome_272626_rplK
id_002119	genome_272626_rplA
id_002120	genome_272626_rplL
id_002121	genome_272626_rpsO
id_002122	genome_272626_rpsU
id_002123	genome_272626_rpsT
id_002124	genome_272626_rplU
id_002125	genome_272626_rpsD
id_002126	genome_272626_rpsB
id_002127	genome_272626_rplT
id_002128	genome_272626_rplS
id_002129	genome_272626_rpsP
id_002130	genome_272626_rpmB
id_002131	genome_272626_rpsI
id_002132	genome_272626_rplM
id_002133	genome_272626_rplQ
id_002134	genome_272626_rpsK
id_002135	genome_272626_rpsM
id_002136	genome_272626_rplO
id_002137	genome_272626_rpsE
id_002138	genome_272626_rplR
id_002139	genome_272626_rplF
id_002140	genome_272626_rpsH
id_002141	genome_272626_rplE
id_002142	genome_272626_rplX
id_002143	genome_272626_rplN
id_002144	genome_272626_rpsQ
id_002145	genome_272626_rplP
id_002146	genome_272626_rpsC
id_002147	genome_272626_rplV
id_002148	genome_272626_rpsS
id_002149	genome_272626_rplB
id_002150	genome_272626_rplW
id_002151	genome_272626_rplD
id_002152	genome_272626_rplC
id_002153	genome_272626_rpsJ
id_002154	genome_272626_rpsG
id_002155	genome_272626_rpsL
id_002156	genome_1702287_rpsR
id_002157	genome_1702287_rpsF
id_002158	genome_1702287_rplT
id_002159	genome_1702287_rplK
id_002160	genome_1702287_rplA
id_002161	genome_1702287_rplL
id_002162	genome_1702287_rplU
id_002163	genome_1702287_rpsL
id_002164	genome_1702287_rpsG
id_002165	genome_1702287_rpsB
id_002166	genome_1702287_rpsU
id_002167	genome_1702287_rplS
id_002168	genome_1702287_rpsT
id_002169	genome_1702287_rpmB
id_002170	genome_1702287_rpsD
id_002171	genome_1702287_rplM
id_002172	genome_1702287_rpsI
id_002173	genome_1702287_rpsP
id_002174	genome_1702287_rpsO
id_002175	genome_1702287_rplQ
id_002176	genome_1702287_rpsK
id_002177	genome_1702287_rpsM
id_002178	genome_1702287_rplO
id_002179	genome_1702287_rpsE
id_002180	genome_1702287_rplR
id_002181	genome_1702287_rplF
id_002182	genome_1702287_rpsH
id_002183	genome_1702287_rplE
id_002184	genome_1702287_rplX
id_002185	genome_1702287_rplN
id_002186	genome_1702287_rpsQ
id_002187	genome_1702287_rplP
id_002188	genome_1702287_rpsC
id_002189	genome_1702287_rplV
id_002190	genome_1702287_rpsS
id_002191	genome_1702287_rplB
id_002192	genome_1702287_rplW
id_002193	genome_1702287_rplD
id_002194	genome_1702287_rplC
id_002195	genome_1702287_rpsJ
id_002196	genome_272621_rpsF
id_002197	genome_272621_rpsR
id_002198	genome_272621_rpsL
id_002199	genome_272621_rpsG
id_002200	genome_272621_rpsJ
id_002201	genome_272621_rplC
id_002202	genome_272621_rplD
id_002203	genome_272621_rplW
id_002204	genome_272621_rplB
id_002205	genome_272621_rpsS
id_002206	genome_272621_rplV
id_002207	genome_272621_rpsC
id_002208	genome_272621_rplP
id_002209	genome_272621_rpsQ
id_002210	genome_272621_rplN
id_002211	genome_272621_rplX
id_002212	genome_272621_rplE
id_002213	genome_272621_rpsH
id_002214	genome_272621_rplF
id_002215	genome_272621_rplR
id_002216	genome_272621_rpsE
id_002217	genome_272621_rplO
id_002218	genome_272621_rpsM
id_002219	genome_272621_rpsK
id_002220	genome_272621_rplQ
id_002221	genome_272621_rplM
id_002222	genome_272621_rpsI
id_002223	genome_272621_rplK
id_002224	genome_272621_rplA
id_002225	genome_272621_rplL
id_002226	genome_272621_rpsD
id_002227	genome_272621_rpsT
id_002228	genome_272621_rpsO
id_002229	genome_272621_rpsU
id_002230	genome_272621_rpsB
id_002231	genome_272621_rplS
id_002232	genome_272621_rpsP
id_002233	genome_272621_rpmB
id_002234	genome_272621_rplU
id_002235	genome_272621_rplT
id_002236	genome_1712675_rpsI
id_002237	genome_1712675_rplM
id_002238	genome_1712675_rplQ
id_002239	genome_1712675_rpsK
id_002240	genome_1712675_rpsM
id_002241	genome_1712675_rplO
id_002242	genome_1712675_rpsE
id_002243	genome_1712675_rplR
id_002244	genome_1712675_rplF
id_002245	genome_1712675_rpsH
id_002246	genome_1712675_rplE
id_002247	genome_1712675_rplX
id_002248	genome_1712675_rplN
id_002249	genome_1712675_rpsQ
id_002250	genome_1712675_rplP
id_002251	genome_1712675_rpsC
id_002252	genome_1712675_rplV
id_002253	genome_1712675_rpsS
id_002254	genome_1712675_rplB
id_002255	genome_1712675_rplW
id_002256	genome_1712675_rplD
id_002257	genome_1712675_rplC
id_002258	genome_1712675_rpsJ
id_002259	genome_1712675_rpsG
id_002260	genome_1712675_rpsL
id_002261	genome_1712675_rplL
id_002262	genome_1712675_rplA
id_002263	genome_1712675_rplK
id_002264	genome_1712675_rpmB
id_002265	genome_1712675_rpsA
id_002266	genome_1712675_rplU
id_002267	genome_1712675_rpsB
id_002268	genome_1712675_rplS
id_002269	genome_1712675_rpsT
id_002270	genome_1712675_rpsO
id_002271	genome_1712675_rpsR
id_002272	genome_1712675_rpsF
id_002273	genome_1712675_rpsP
id_002274	genome_1712675_rplT
id_002275	genome_1712675_rpsD
id_002276	genome_51515_rpsP
id_002277	genome_51515_rpsB
id_002278	genome_51515_rpsU
id_002279	genome_51515_rpsT
id_002280	genome_51515_rplU
id_002281	genome_51515_rpsO
id_002282	genome_51515_rplT
id_002283	genome_51515_rplS
id_002284	genome_51515_rpmB
id_002285	genome_51515_rplK
id_002286	genome_51515_rplA
id_002287	genome_51515_rplL
id_002288	genome_51515_rpsL
id_002289	genome_51515_rpsG
id_002290	genome_51515_rpsJ
id_002291	genome_51515_rplC
id_002292	genome_51515_rplD
id_002293	genome_51515_rplW
id_002294	genome_51515_rplB
id_002295	genome_51515_rpsS
id_002296	genome_51515_rplV
id_002297	genome_51515_rpsC
id_002298	genome_51515_rplP
id_002299	genome_51515_rpsQ
id_002300	genome_51515_rplN
id_002301	genome_51515_rplX
id_002302	genome_51515_rplE
id_002303	genome_51515_rpsH
id_002304	genome_51515_rplF
id_002305	genome_51515_rplR
id_002306	genome_51515_rpsE
id_002307	genome_51515_rplO
id_002308	genome_51515_rpsM
id_002309	genome_51515_rpsK
id_002310	genome_51515_rpsD
id_002311	genome_51515_rplQ
id_002312	genome_51515_rplM
id_002313	genome_51515_rpsI
id_002314	genome_51515_rpsF
id_002315	genome_33936_rplK
id_002316	genome_33936_rplA
id_002317	genome_33936_rplL
id_002318	genome_33936_rpsL
id_002319	genome_33936_rpsG
id_002320	genome_33936_rpsJ
id_002321	genome_33936_rplC
id_002322	genome_33936_rplD
id_002323	genome_33936_rplW
id_002324	genome_33936_rplB
id_002325	genome_33936_rpsS
id_002326	genome_33936_rplV
id_002327	genome_33936_rpsC
id_002328	genome_33936_rplP
id_002329	genome_33936_rpsQ
id_002330	genome_33936_rplN
id_002331	genome_33936_rplX
id_002332	genome_33936_rplE
id_002333	genome_33936_rpsH
id_002334	genome_33936_rplF
id_002335	genome_33936_rplR
id_002336	genome_33936_rpsE
id_002337	genome_33936_rplO
id_002338	genome_33936_rpsM
id_002339	genome_33936_rpsK
id_002340	genome_33936_rplQ
id_002341	genome_33936_rplM
id_002342	genome_33936_rpsI
id_002343	genome_33936_rpmB
id_002344	genome_33936_rpsP
id_002345	genome_33936_rplS
id_002346	genome_33936_rpsB
id_002347	genome_33936_rpsO
id_002348	genome_33936_rpsD
id_002349	genome_33936_rpsR
id_002350	genome_33936_rpsF
id_002351	genome_33936_rplT
id_002352	genome_33936_rpsU
id_002353	genome_33936_rpsT
id_002354	genome_33936_rplU
id_002355	genome_226900_rpsF
id_002356	genome_226900_rpsR
id_002357	genome_226900_rpsO
id_002358	genome_226900_rpsB
id_002359	genome_226900_rplS
id_002360	genome_226900_rpsP
id_002361	genome_226900_rpmB
id_002362	genome_226900_rpsU
id_002363	genome_226900_rpsT
id_002364	genome_226900_rplU
id_002365	genome_226900_rplT
id_002366	genome_226900_rpsD
id_002367	genome_226900_rplA
id_002368	genome_226900_rplL
id_002369	genome_226900_rpsL
id_002370	genome_226900_rpsG
id_002371	genome_226900_rpsJ
id_002372	genome_226900_rplC
id_002373	genome_226900_rplD
id_002374	genome_226900_rplW
id_002375	genome_226900_rplB
id_002376	genome_226900_rpsS
id_002377	genome_226900_rplV
id_002378	genome_226900_rpsC
id_002379	genome_226900_rplP
id_002380	genome_226900_rpsQ
id_002381	genome_226900_rplN
id_002382	genome_226900_rplX
id_002383	genome_226900_rplE
id_002384	genome_226900_rpsH
id_002385	genome_226900_rplF
id_002386	genome_226900_rplR
id_002387	genome_226900_rpsE
id_002388	genome_226900_rplO
id_002389	genome_226900_rpsM
id_002390	genome_226900_rpsK
id_002391	genome_226900_rplQ
id_002392	genome_226900_rplM
id_002393	genome_226900_rpsI
id_002394	genome_2507162_rpmG
id_002395	genome_2507162_rplK
id_002396	genome_2507162_rplA
id_002397	genome_2507162_rplL
id_002398	genome_2507162_rpsB
id_002399	genome_2507162_rpmB
id_002400	genome_2507162_rplS
id_002401	genome_2507162_rpsL
id_002402	genome_2507162_rpsG
id_002403	genome_2507162_rplU
id_002404	genome_2507162_rplT
id_002405	genome_2507162_rpsU
id_002406	genome_2507162_rpsP
id_002407	genome_2507162_rpsF
id_002408	genome_2507162_rpsR
id_002409	genome_2507162_rplQ
id_002410	genome_2507162_rpsD
id_002411	genome_2507162_rpsK
id_002412	genome_2507162_rpsM
id_002413	genome_2507162_rplO
id_002414	genome_2507162_rpsE
id_002415	genome_2507162_rplR
id_002416	genome_2507162_rplF
id_002417	genome_2507162_rpsH
id_002418	genome_2507162_rplE
id_002419	genome_2507162_rplX
id_002420	genome_2507162_rplN
id_002421	genome_2507162_rpsQ
id_002422	genome_2507162_rplP
id_002423	genome_2507162_rpsC
id_002424	genome_2507162_rplV
id_002425	genome_2507162_rpsS
id_002426	genome_2507162_rplB
id_002427	genome_2507162_rplW
id_002428	genome_2507162_rplD
id_002429	genome_2507162_rplC
id_002430	genome_2507162_rpsJ
id_002431	genome_2507162_rpsT
id_002432	genome_2507162_rpsO
id_002433	genome_2507162_rpsI
id_002434	genome_2507162_rplM
id_002435	genome_945021_rpsF
id_002436	genome_945021_rpsR
id_002437	genome_945021_rplY
id_002438	genome_945021_rplT
id_002439	genome_945021_rplS
id_002440	genome_945021_rpsO
id_002441	genome_945021_rplK
id_002442	genome_945021_rplA
id_002443	genome_945021_rplL
id_002444	genome_945021_rplU
id_002445	genome_945021_rpsP
id_002446	genome_945021_rpsT
id_002447	genome_945021_rpsU
id_002448	genome_945021_rpsB
id_002449	genome_945021_rpsD
id_002450	genome_945021_rpmB
id_002451	genome_945021_rplQ
id_002452	genome_945021_rpsK
id_002453	genome_945021_rpsM
id_002454	genome_945021_rplO
id_002455	genome_945021_rpsE
id_002456	genome_945021_rplR
id_002457	genome_945021_rplF
id_002458	genome_945021_rpsH
id_002459	genome_945021_rplE
id_002460	genome_945021_rplX
id_002461	genome_945021_rplN
id_002462	genome_945021_rpsQ
id_002463	genome_945021_rplP
id_002464	genome_945021_rpsC
id_002465	genome_945021_rplV
id_002466	genome_945021_rpsS
id_002467	genome_945021_rplB
id_002468	genome_945021_rplW
id_002469	genome_945021_rplD
id_002470	genome_945021_rplC
id_002471	genome_945021_rpsJ
id_002472	genome_945021_rpsG
id_002473	genome_945021_rpsL
id_002474	genome_945021_rpsI
id_002475	genome_945021_rplM
id_002476	genome_1930071_rpsP
id_002477	genome_1930071_rplS
id_002478	genome_1930071_rpsB
id_002479	genome_1930071_rpsO
id_002480	genome_1930071_rpmB
id_002481	genome_1930071_rplT
id_002482	genome_1930071_rpsU
id_002483	genome_1930071_rpsT
id_002484	genome_1930071_rpsF
id_002485	genome_1930071_rplU
id_002486	genome_1930071_rpsI
id_002487	genome_1930071_rplM
id_002488	genome_1930071_rplQ
id_002489	genome_1930071_rpsD
id_002490	genome_1930071_rpsK
id_002491	genome_1930071_rpsM
id_002492	genome_1930071_rplO
id_002493	genome_1930071_rpsE
id_002494	genome_1930071_rplR
id_002495	genome_1930071_rplF
id_002496	genome_1930071_rpsH
id_002497	genome_1930071_rplE
id_002498	genome_1930071_rplX
id_002499	genome_1930071_rplN
id_002500	genome_1930071_rpsQ
id_002501	genome_1930071_rplP
id_002502	genome_1930071_rpsC
id_002503	genome_1930071_rplV
id_002504	genome_1930071_rpsS
id_002505	genome_1930071_rplB
id_002506	genome_1930071_rplW
id_002507	genome_1930071_rplD
id_002508	genome_1930071_rplC
id_002509	genome_1930071_rpsJ
id_002510	genome_1930071_rpmG
id_002511	genome_1930071_rplK
id_002512	genome_1930071_rplA
id_002513	genome_1930071_rplL
id_002514	genome_1930071_rpsL
id_002515	genome_1930071_rpsG
id_002516	genome_54005_rpsF
id_002517	genome_54005_rpsR
id_002518	genome_54005_rpsT
id_002519	genome_54005_rpsU
id_002520	genome_54005_rpsO
id_002521	genome_54005_rpsB
id_002522	genome_54005_rpsD
id_002523	genome_54005_rpsP
id_002524	genome_54005_rplS
id_002525	genome_54005_rpmB
id_002526	genome_54005_rplT
id_002527	genome_54005_rplU
id_002528	genome_54005_rplL
id_002529	genome_54005_rplA
id_002530	genome_54005_rplK
id_002531	genome_54005_rpsL
id_002532	genome_54005_rpsG
id_002533	genome_54005_rpsJ
id_002534	genome_54005_rplC
id_002535	genome_54005_rplD
id_002536	genome_54005_rplW
id_002537	genome_54005_rplB
id_002538	genome_54005_rpsS
id_002539	genome_54005_rplV
id_002540	genome_54005_rpsC
id_002541	genome_54005_rplP
id_002542	genome_54005_rpsQ
id_002543	genome_54005_rplN
id_002544	genome_54005_rplX
id_002545	genome_54005_rplE
id_002546	genome_54005_rpsH
id_002547	genome_54005_rplF
id_002548	genome_54005_rplR
id_002549	genome_54005_rpsE
id_002550	genome_54005_rplO
id_002551	genome_54005_rpsM
id_002552	genome_54005_rpsK
id_002553	genome_54005_rplQ
id_002554	genome_54005_rpsI
id_002555	genome_54005_rplM
id_002556	genome_158847_rplT
id_002557	genome_158847_rpsU
id_002558	genome_158847_rplM
id_002559	genome_158847_rpsI
id_002560	genome_158847_rpmB
id_002561	genome_158847_rplU
id_002562	genome_158847_rplQ
id_002563	genome_158847_rpsD
id_002564	genome_158847_rpsK
id_002565	genome_158847_rpsM
id_002566	genome_158847_rplO
id_002567	genome_158847_rpsE
id_002568	genome_158847_rplR
id_002569	genome_158847_rplF
id_002570	genome_158847_rpsH
id_002571	genome_158847_rplE
id_002572	genome_158847_rplX
id_002573	genome_158847_rplN
